merchant_key,merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
3908,MCH9120,Sood Ltd,7011.0,Hotel & Lodging,Sole Proprietor,Mumbai,Maharashtra,2025-09-24,,Active,680.9
3909,MCH9121,Divan-Char,5942.0,Books & Stationery,Partnership,Amritsar,Punjab,2025-02-18,YDYC9354203967320,Inactive,
3910,MCH9125,"Mallick, Walia And Kanda",5311.0,Department Store,Partnership,Chennai,Tamil Nadu,2023-10-21,,Active,3007.21
3911,MCH9126,Anne-Chahal,5411.0,Grocery,Partnership,Hyderabad,Telangana,2023-03-05,,Active,
3912,MCH9128,"Vig, Menon And Prabhakar",5942.0,Books & Stationery,Sole Proprietor,Delhi,Delhi,2023-08-30,ROAG7230893964425,Active,594.0
3913,MCH9129,"Sinha, Chauhan And Sathe",5411.0,Grocery,Partnership,Kolkata,West Bengal,2025-07-06,VXNZ5598805748177,Active,914.12
3914,MCH9130,Chhabra Llc,5812.0,Restaurants & Food,Private Limited,Jalandhar,Punjab,2024-12-09,,Active,1786.29
3915,MCH9131,"Arya, Narang And Maharaj",7011.0,Hotel & Lodging,Individual,Jaipur,Rajasthan,2024-04-19,,Active,6588.75
3916,MCH9132,Shankar-Bahl,4814.0,Telecom,Individual,Pune,Maharashtra,2023-12-04,LXEB0419516326153,Suspended,2278.28
3917,MCH9133,"Rai, Nadig And Karpe",4131.0,Transportation,Private Limited,Ludhiana,Punjab,2025-09-03,,Active,
3918,MCH9134,Edwin-Viswanathan,5699.0,Apparel & Fashion,Sole Proprietor,Jalandhar,Punjab,,,Active,1602.69
3919,MCH9135,"Nath, Samra And Chopra",4814.0,Telecom,Sole Proprietor,Kolkata,West Bengal,2026-02-04,7899898758,Active,387.53
3920,MCH9136,Mody Ltd,5411.0,Grocery,Individual,Chennai,Tamil Nadu,2024-07-10,MHEB9502738400073,Active,1976.5
3921,MCH9137,Chakrabarti Plc,4131.0,Transportation,Private Limited,Jaipur,Rajasthan,2023-11-19,XXXX6117,Active,347.82
3922,MCH9140,Raghavan-Batta,4814.0,Telecom,Individual,Bengaluru,Karnataka,2024-11-04,HHIC1764468874406,Active,755.01
3923,MCH9143,Prakash Inc,5812.0,Restaurants & Food,Partnership,Lucknow,Uttar Pradesh,2023-02-03,XXXX9977,Active,1791.89
3924,MCH9145,Chad-Karpe,5699.0,Apparel & Fashion,Partnership,Jaipur,Rajasthan,2024-11-08,XQWX8871352480351,Active,359.12
3925,MCH9147,Bedi-Dugar,5912.0,Pharmacy,Sole Proprietor,Bengaluru,Karnataka,2024-05-31,,Active,1264.98
3926,MCH9148,Venkatesh And Sons,7011.0,Hotel & Lodging,Sole Proprietor,Hyderabad,Telangana,2023-07-16,XXXX2774,Active,503.0
3927,MCH9149,Varghese Plc,5411.0,Grocery,Individual,Jaipur,Rajasthan,2025-12-26,,Active,3708.64
3928,MCH9151,Ravi Ltd,4131.0,Transportation,Partnership,Jalandhar,Punjab,2025-06-26,,Inactive,779.12
3929,MCH9152,Kara-Parikh,4814.0,Telecom,Sole Proprietor,Lucknow,Uttar Pradesh,2024-01-12,,Active,5009.29
3930,MCH9153,Amble And Sons,4131.0,Transportation,Sole Proprietor,Amritsar,Punjab,2025-04-11,RQJV0029687316825,Active,
3931,MCH9154,"Pal, Dara And Yadav",5999.0,Miscellaneous,Private Limited,Jaipur,Rajasthan,2025-07-12,XXXX2752,Active,3887.81
3932,MCH9158,"Sachdeva, Va1A And Bedi",5812.0,Restaurants & Food,Sole Proprietor,Lucknow,Uttar Pradesh,,8244922873,Inactive,6181.65
3933,MCH9160,Som Ltd,4814.0,Telecom,Partnership,Ludhiana,Punjab,2025-01-29,9756179537,Active,722.22
3934,MCH9161,Patla Group,5311.0,Retail,Individual,Pune,Maharashtra,2024-10-25,XXXX6366,Active,
3935,MCH9162,Shankar-Shah,5999.0,Miscellaneous,Private Limited,Bengaluru,Karnataka,2023-02-22,BRKF3158800571527,Active,
3936,MCH9164,Mital And Sons,,Apparel & Fashion,Private Limited,Delhi,Delhi,2025-12-08,,Active,4681.79
3937,MCH9165,"Iyengar, Raja And Bhasin",5411.0,Grocery,Private Limited,Lucknow,Uttar Pradesh,2024-03-01,XXXX0194,Active,1898.13
3938,MCH9173,Bumb-Bandi,5999.0,Miscellaneous,Sole Proprietor,Pune,Maharashtra,2023-06-26,,Active,450.27
3939,MCH9174,"Chander, Goswami And Butala",7011.0,Hotel & Lodging,Partnership,Jalandhar,Punjab,2024-06-14,1722137543,Active,914.67
3940,MCH9175,Bhatt Ltd,7011.0,Hotel & Lodging,Sole Proprietor,Bengaluru,Karnataka,2025-04-27,2467254885,Active,567.73
3941,MCH9176,Jayaraman Plc,5311.0,Department Store,Private Limited,Jalandhar,Punjab,2025-08-16,,Suspended,609.42
3942,MCH9180,Ramaswamyplc,5699.0,Apparel & Fashion,Individual,Pune,Maharashtra,2025-08-08,,Active,
3943,MCH9185,Om Ltd,5812.0,Restaurants & Food,Partnership,Kolkata,West Bengal,2025-09-22,RKEJ2980134292377,Inactive,311.59
3944,MCH9187,Mane And Sons,5812.0,Restaurants & Food,Individual,Hyderabad,Telangana,2025-12-18,,Active,508.01
3945,MCH9188,Randhawa Plc,4814.0,Telecom,Partnership,Jalandhar,Punjab,2024-09-11,XXXX7941,Active,
3946,MCH9190,"Dugar, Babu And Ba1A",5812.0,Restaurants & Food,Individual,Chennai,Tamil Nadu,2025-01-24,,Active,471.43
3947,MCH9192,Gandhi Llc,5912.0,Pharmacy,Individual,Jaipur,Rajasthan,2025-03-01,,Active,1758.06
3948,MCH9193,Ramachandran-Rao,5699.0,Apparel & Fashion,Individual,Bengaluru,Karnataka,2024-04-07,XXXX3147,Active,1693.53
3949,MCH9195,"Manne, Parsa And Ratta",5311.0,Department Store,Individual,Kolkata,West Bengal,2025-01-08,XXXX4221,Active,1304.69
3950,MCH9196,"Dani, Palla And Ramachandran",7011.0,Hotel & Lodging,Sole Proprietor,Hyderabad,Telangana,2023-02-04,5171234438,Active,403.86
3951,MCH9199,Goda-Patel,4814.0,Telecom,Partnership,Lucknow,Uttar Pradesh,2024-12-23,3404405124,Active,992.24
3952,MCH9201,Ramachandran Plc,4814.0,Telecom,Private Limited,Jaipur,Rajasthan,2024-10-02,,Active,1064.13
3953,MCH9203,Patel-Bhasin,7011.0,Hotel & Lodging,Partnership,Delhi,Delhi,2025-04-14,XXXX4448,Active,1305.76
3954,MCH9205,Lala Ltd,4131.0,Transportation,Private Limited,Kolkata,West Bengal,2024-11-26,XXXX6473,Suspended,569.25
3955,MCH9207,"Gola, Prabhu And Sood",5311.0,Department Store,Private Limited,Kolkata,West Bengal,2025-02-14,YDIJ7187856499079,Active,1107.16
3956,MCH9208,Lala-Tiwari,5942.0,Books & Stationery,Partnership,Amritsar,Punjab,2023-05-17,,Inactive,338.09
3957,MCH9211,Dubey-Kurian,7011.0,Hotel & Lodging,Individual,Jalandhar,Punjab,2023-01-08,XXXX5476,Active,2981.74
3958,MCH9216,Amble-Thaman,5411.0,Pharmacy,Partnership,Ludhiana,Punjab,2025-02-10,TRSX1584484080188,Active,2329.15
3959,MCH9219,Baria Inc,4814.0,Telecom,Sole Proprietor,Jaipur,Rajasthan,2024-07-29,7495991370,Active,1931.0
3960,MCH9220,"Agate,Boaseandkurian",4131.0,Travel,Sole Proprietor,Delhi,Delhi,,XXXX4686,Inactive,
3961,MCH9223,D’Alia-Hans,5699.0,Apparel & Fashion,Partnership,Chennai,Tamil Nadu,2024-12-09,IGRU6773049024506,Active,376.0
3962,MCH9226,"Sandhu, Jha And Randhawa",5699.0,Apparel & Fashion,Individual,Pune,Maharashtra,2024-12-03,SCBS7759924913955,Active,5451.11
3963,MCH9228,Ram Inc,5999.0,Miscellaneous,Individual,Hyderabad,Telangana,2025-10-19,XXXX4276,Active,1661.79
3964,MCH9229,Anne-Parikh,7011.0,Books & Stationery,Private Limited,Jaipur,Rajasthan,2025-10-23,,Inactive,173.81
3965,MCH9231,Kala-Dugar,4131.0,Transportation,Partnership,Pune,Maharashtra,,7817631283,Active,228.82
3966,MCH9232,Ahuja-Chaudhry,4131.0,Transportation,Individual,Hyderabad,Telangana,2023-04-20,XXXX7963,Active,361.11
3967,MCH9234,"Jhaveri, Chandran And Shukla",7011.0,Hotel & Lodging,Partnership,Lucknow,Uttar Pradesh,2024-07-26,XXXX3221,Active,762.04
3968,MCH9237,Gokhale Inc,5912.0,Medical,Private Limited,Ludhiana,Punjab,2025-09-28,LPZT4038353121229,Active,1901.54
3969,MCH9239,Balakrishnan-Das,5411.0,Grocery,Partnership,Bengaluru,Karnataka,2025-12-11,EHOI0009201922607,Active,
3970,MCH9242,"Kadakia, Yadav And Seshadri",7011.0,Hotel & Lodging,Partnership,Hyderabad,Telangana,2023-03-10,XXXX4049,Suspended,1024.36
3971,MCH9245,Zachariah-Suri,5311.0,Retail,Individual,Jalandhar,Punjab,2023-05-03,ZBKQ5898737738506,Active,328.18
3972,MCH9246,"Krishna, Wable And Kanda",4814.0,Telecom,Sole Proprietor,Pune,Maharashtra,2023-01-03,XXXX5813,Active,859.77
3973,MCH9249,"Aggarwal, Agarwal And Naidu",5699.0,Apparel & Fashion,Partnership,Chennai,Tamil Nadu,2025-12-23,XXXX8648,Active,
3974,MCH9251,"Venkatesh, Randhawa And Lal",4131.0,Transportation,Sole Proprietor,Lucknow,Uttar Pradesh,2026-01-02,6838955230,Active,621.25
3975,MCH9253,Gole Llc,5699.0,Apparel & Fashion,Sole Proprietor,Amritsar,Punjab,2024-05-09,XXXX9261,Active,1349.23
3976,MCH9255,"Hegde, Dass And Sehgal",5699.0,Apparel & Fashion,Private Limited,Amritsar,Punjab,2023-07-19,,Active,1054.61
3977,MCH9257,Deep-Venkataraman,7011.0,Hotel & Lodging,Partnership,Amritsar,Punjab,2023-12-17,AYAD9422325940628,Active,705.83
3978,MCH9258,Edwin Inc,5942.0,Books & Stationery,Partnership,Lucknow,Uttar Pradesh,2024-09-26,28974564,Active,1647.77
3979,MCH9261,Gupta-Manne,5812.0,Restaurants & Food,Individual,Jaipur,Rajasthan,2025-07-10,,Active,2734.0
3980,MCH9263,"Chatterjee, Anand And Mani",5999.0,Miscellaneous,Partnership,Kolkata,West Bengal,2024-05-05,,Active,628.47
3981,MCH9266,"Badami, Pathak And Nanda",5699.0,Apparel & Fashion,Private Limited,Pune,Maharashtra,2024-09-10,3246654174,Active,157.82
3982,MCH9271,"Bera, Contractor And Trivedi",4131.0,Transportation,Sole Proprietor,Delhi,Delhi,2025-02-20,KHLJ8243266357655,Active,
3983,MCH9276,Trivedi-Kunda,5699.0,Apparel & Fashion,Individual,Delhi,Delhi,2025-12-31,XXXX9182,Active,2310.01
3984,MCH9277,Pa1-R0Ut,5942.0,Books & Stationery,Individual,Amritsar,Punjab,2026-02-10,,Active,963.33
3985,MCH9278,Pant Plc,5942.0,Books & Stationery,Partnership,Bengaluru,Karnataka,2024-06-25,MCZF8391507084286,Active,822.0
3986,MCH9279,Choudhury Llc,5411.0,Grocery,Sole Proprietor,Kolkata,West Bengal,2024-11-18,970198759,Active,644.81
3987,MCH9287,"Datta, Virk And Arya",5999.0,Miscellaneous,Individual,Amritsar,Punjab,2025-09-21,XXXX9129,Active,636.69
3988,MCH9289,Lall Llc,7011.0,Hotel & Lodging,Private Limited,Kolkata,West Bengal,2025-12-08,PFKV1152289254196,Active,3024.28
3989,MCH9290,"Gole, Viswanathan And Brahmbhatt",7011.0,Hotel & Lodging,Partnership,Ludhiana,Punjab,,,Inactive,1704.51
3990,MCH9291,"Mukhopadhyay, Dua And Dada",5699.0,Apparel & Fashion,Sole Proprietor,Delhi,Delhi,2023-12-24,4794994318,Active,875.0
3991,MCH9296,Bhakta-Sen,5699.0,Apparel & Fashion,Private Limited,Delhi,Delhi,2024-12-29,CFXN3327085441809,Active,453.57
3992,MCH9298,Jain Ltd,5942.0,Books & Stationery,Sole Proprietor,Bengaluru,Karnataka,2024-02-03,XXXX4996,Active,8519.11
3993,MCH9299,Pathak-Menon,5812.0,Restaurants & Food,Sole Proprietor,Ludhiana,Punjab,2024-04-28,,Active,3015.0
3994,MCH9302,Savant-Dave,5311.0,Department Store,Partnership,Bengaluru,Karnataka,2025-08-17,,Active,543.56
3995,MCH9304,Char Ltd,4814.0,Telecom,Individual,Bengaluru,Karnataka,2024-01-05,,Active,531.14
3996,MCH9306,Zachariah-Anne,5942.0,Books & Stationery,Partnership,Mumbai,Maharashtra,2026-10-02,JLTB4031924458479,Active,1250.09
3997,MCH9307,"Bajwa, Dhawan And Guha",,Restaurants & Food,Sole Proprietor,Jalandhar,Punjab,2024-07-03,,Active,468.19
3998,MCH9310,Ganguly-Tella,7011.0,Hotel & Lodging,Individual,Pune,Maharashtra,2024-03-29,XXXX9831,Active,
3999,MCH9311,"Dyal, Mohan And Patla",5942.0,Books & Stationery,Sole Proprietor,Bengaluru,Karnataka,2025-02-16,8480146699,Active,1774.56
4000,MCH9316,Bandi Ltd,5411.0,Grocery,Sole Proprietor,Ludhiana,Punjab,2025-08-21,9331997992,Active,1198.18
4001,MCH9319,Ladinc,5699.0,Apparel & Fashion,Sole Proprietor,Jalandhar,Punjab,2025-07-20,XXXX7774,Active,839.54
4002,MCH9320,Char Inc,5411.0,Grocery,Private Limited,Hyderabad,Telangana,2025-11-22,OFHR1997447322569,Active,695.0
4003,MCH9322,"Khosla, Walia And Deep",5311.0,Department Store,Partnership,Kolkata,West Bengal,2024-07-15,BPNH2377464616036,Active,1060.15
4004,MCH9325,"Patel, Parikh And Kaul",4814.0,Telecom,Private Limited,Lucknow,Uttar Pradesh,2023-03-13,9323786200,Active,1538.45
4005,MCH9332,Gala Inc,5699.0,Apparel & Fashion,Private Limited,Amritsar,Punjab,2023-03-21,XXXX9903,Active,1348.88
4006,MCH9335,Shenoy Group,5699.0,Apparel & Fashion,Partnership,Lucknow,Uttar Pradesh,2024-07-07,,Active,1203.23
4007,MCH9338,D’Alia-Mitter,,Books & Stationery,Partnership,Mumbai,Maharashtra,2025-01-07,,Active,604.36
4008,MCH9340,Mallick-Konda,5999.0,Miscellaneous,Individual,Bengaluru,Karnataka,2025-01-24,,Inactive,1550.33
4009,MCH9342,Dua-Lala,5999.0,Miscellaneous,Sole Proprietor,Bengaluru,Karnataka,2025-04-17,BUXU5026475055431,Suspended,1698.37
4010,MCH9343,Sridhar-Sarna,7011.0,Hotel & Lodging,Partnership,Chennai,Tamil Nadu,2025-08-16,XXXX5274,Active,287.96
4011,MCH9345,Mahal Inc,4814.0,Telecom,Private Limited,Amritsar,Punjab,2025-11-30,5557853955,Active,4834.52
4012,MCH9348,"Toor, Parekh And Agate",5942.0,Books & Stationery,Private Limited,Amritsar,Punjab,2025-03-30,HCSS6943242832650,Active,4472.44
4013,MCH9349,"Bhat, Suri And Khalsa",5999.0,Miscellaneous,Individual,Hyderabad,Telangana,2023-07-15,7591595714,Active,2394.34
4014,MCH9350,Singh-Sane,5411.0,Grocery,Private Limited,Ludhiana,Punjab,2023-04-13,1346716181,Active,840.43
4015,MCH9352,Ramanathan-Lala,4131.0,Transportation,Partnership,Bengaluru,Karnataka,2026-02-09,ICJY2091662937472,Active,1121.19
4016,MCH9353,Ray-Gaba,5812.0,Restaurants & Food,Private Limited,Pune,Maharashtra,2023-09-21,4567108215,Active,1357.72
4017,MCH9354,"Srinivasan, Bhargava And Sathe",7011.0,Hotel & Lodging,Private Limited,Pune,Maharashtra,2025-12-26,MCIS2962837592027,Active,272.4
4018,MCH9355,Vig Plc,5912.0,Pharmacy,Partnership,Jalandhar,Punjab,2024-01-11,KRTG3596169904435,Active,1697.72
4019,MCH9356,Waglellc,5411.0,Grocery,Partnership,Delhi,Delhi,2025-09-15,XXXX8552,Active,862.0
4020,MCH9358,Shroff Ltd,5311.0,Department Store,Sole Proprietor,Kolkata,West Bengal,2023-05-21,RLLU5222765967468,Active,1856.54
4021,MCH9359,"Ramanathan, Parekh And Agrawal",4131.0,Transportation,Partnership,Ludhiana,Punjab,2023-04-08,FQHN0033426656652,Active,3245.01
4022,MCH9362,"Lala, Oza And Chahal",5912.0,Pharmacy,Sole Proprietor,Delhi,Delhi,2024-04-25,XXXX6427,Active,1820.41
4023,MCH9363,Mannan Group,4131.0,Transportation,Private Limited,Mumbai,Maharashtra,2024-07-29,,Active,
4024,MCH9366,"Parsa, Walia And Viswanathan",5699.0,Apparel & Fashion,Individual,Jalandhar,Punjab,2024-11-13,XXXX5233,Active,7891.78
4025,MCH9367,Luthra And Sons,,Books & Stationery,Private Limited,Amritsar,Punjab,2023-05-31,,Active,1752.0
4026,MCH9369,Kara Group,7011.0,Hotel & Lodging,Sole Proprietor,Kolkata,West Bengal,2024-07-06,,Active,2036.0
4027,MCH9370,Mallick-Gola,5999.0,Miscellaneous,Private Limited,Jaipur,Rajasthan,2023-02-20,LVKV0562210759080,Active,4284.71
4028,MCH9371,Mand-Oommen,5912.0,Grocery,Private Limited,Chennai,Tamil Nadu,2023-11-11,,Active,284.42
4029,MCH9375,"Bhalla, Koshy And Sule",,Books & Stationery,Individual,Ludhiana,Punjab,2023-07-28,XXXX7795,Inactive,924.32
4030,MCH9377,Chaudhuri Plc,5699.0,Apparel & Fashion,Sole Proprietor,Delhi,Delhi,2023-04-14,6784208248,Active,1583.18
4031,MCH9379,Nazareth And Sons,5999.0,Miscellaneous,Individual,Kolkata,West Bengal,,XXXX1135,Inactive,242.0
4032,MCH9380,Chakrabarti Group,5812.0,Restaurants & Food,Private Limited,Ludhiana,Punjab,2023-11-23,ECMM7078142170981,Active,199.0
4033,MCH9383,"Sekhon,Padmanabhanandrege",5942.0,Books & Stationery,Individual,Chennai,Tamil Nadu,2026-01-24,4786143604,Suspended,2841.0
4034,MCH9385,"Ray, Gu1Ati And Gi11",4814.0,Telecom,Sole Proprietor,Amritsar,Punjab,2024-02-17,,Active,1178.44
4035,MCH9386,"Kothari,Santandloyal",5699.0,Apparel & Fashion,Individual,Bengaluru,Karnataka,2023-01-04,XXXX0692,Active,2792.0
4036,MCH9388,"Mahajan, Dixit And Memon",7011.0,Hotel & Lodging,Partnership,Kolkata,West Bengal,2024-11-21,,Active,1507.31
4037,MCH9390,"Minhas,Pauandnarayanan",4131.0,Travel,Individual,Ludhiana,Punjab,,,Active,2246.12
4038,MCH9391,Vasa-Mitra,4814.0,Telecom,Individual,Jalandhar,Punjab,2024-10-30,XXXX6623,Active,1456.23
4039,MCH9393,"Sehgal, Chawla And Korpal",5812.0,Restaurants & Food,Individual,Amritsar,Punjab,2025-09-03,XXXX8440,Active,896.96
4040,MCH9394,Balay Group,5311.0,Department Store,Sole Proprietor,Chennai,Tamil Nadu,2023-08-08,,Active,279.0
4041,MCH9395,Bhagat-Chana,5699.0,Apparel & Fashion,Private Limited,Jaipur,Rajasthan,2024-12-12,,Active,2768.73
4042,MCH9396,"Solanki, Kara And Saha",7011.0,Hotel & Lodging,Sole Proprietor,Bengaluru,Karnataka,2024-07-08,XXXX6974,Active,1428.59
4043,MCH9397,Ramaswamy-Goel,5411.0,Grocery,Private Limited,Jalandhar,Punjab,2025-12-20,3711511693,Active,1519.0
4044,MCH9398,"Soman, Murthy And Mangat",5411.0,Grocery,Partnership,Bengaluru,Karnataka,2026-02-21,,Active,5429.9
4045,MCH9400,"Dara, Desai And Sethi",5999.0,Miscellaneous,Partnership,Mumbai,Maharashtra,2025-08-23,,Active,2120.88
4046,MCH9401,Ravi Llc,7011.0,Hotel & Lodging,Sole Proprietor,Pune,Maharashtra,2025-11-14,1215375647,Active,1824.72
4047,MCH9402,Vyas-Nath,5812.0,Restaurants & Food,Private Limited,Lucknow,Uttar Pradesh,2023-09-18,,Active,
4048,MCH9403,"Bains,Banerjeeandbansal",7011.0,Hotel & Lodging,Partnership,Mumbai,Maharashtra,2025-02-22,,Inactive,1838.83
4049,MCH9404,Baral And Sons,4131.0,Travel,Private Limited,Kolkata,West Bengal,2025-02-10,,Active,
4050,MCH9406,Randhawa And Sons,5912.0,Restaurants & Food,Individual,Lucknow,Uttar Pradesh,2025-08-11,XXXX6795,Active,2159.94
4051,MCH9408,Arya-Vig,4131.0,Transportation,Individual,Bengaluru,Karnataka,2023-12-24,6291585633,Active,
4052,MCH9410,Sagar-Chawla,5699.0,Apparel & Fashion,Individual,Jalandhar,Punjab,2026-01-24,XXXX0534,Active,820.0
4053,MCH9412,Nayak-Guha,4131.0,Transportation,Individual,Amritsar,Punjab,,XXXX5639,Active,2887.33
4054,MCH9413,Kala-Sarkar,5912.0,Pharmacy,Sole Proprietor,Hyderabad,Telangana,2023-10-25,XXXX4409,Active,869.76
4055,MCH9414,Banik-Garde,5812.0,Restaurants & Food,Individual,Jalandhar,Punjab,2025-01-16,VESW9193556812149,Active,942.13
4056,MCH9415,Krishnamurthy-Warrior,7011.0,Hotel & Lodging,Sole Proprietor,Ludhiana,Punjab,2023-02-21,,Active,438.69
4057,MCH9416,Kulkarni And Sons,5411.0,Grocery,Partnership,Mumbai,Maharashtra,2024-12-13,558936473,Active,755.0
4058,MCH9418,"Bora, Venkatesh And Loke",5411.0,Grocery,Individual,Bengaluru,Karnataka,2024-05-22,ZTOW0641939254087,Suspended,1520.21
4059,MCH9423,Apte Group,7011.0,Hotel & Lodging,Sole Proprietor,Chennai,Tamil Nadu,2025-10-24,HHBU3998361677128,Active,3132.43
4060,MCH9424,Sur-Bajaj,5311.0,Department Store,Sole Proprietor,Bengaluru,Karnataka,2025-04-18,XXXX3219,Active,1902.79
4061,MCH9426,Puri-Soman,5699.0,Apparel & Fashion,Individual,Bengaluru,Karnataka,2023-10-28,EDMP4232010731701,Active,333.54
4062,MCH9428,"Dyal, Varma And Sachdeva",5999.0,Miscellaneous,Private Limited,Lucknow,Uttar Pradesh,,,Active,1955.23
4063,MCH9429,Varghese-Mitter,7011.0,Hotel & Lodging,Partnership,Hyderabad,Telangana,2024-12-16,ICYM9819940442894,Active,1566.55
4064,MCH9430,"Shetty, Pau And Chhabra",4814.0,Telecom,Partnership,Pune,Maharashtra,2023-10-31,,Active,927.24
4065,MCH9431,Madan-Kota,4131.0,Travel,Private Limited,Bengaluru,Karnataka,2023-05-02,1678744111,Active,436.79
4066,MCH9433,Chhabra-Naik,5912.0,Medical,Individual,Jalandhar,Punjab,2023-12-14,CQOU4085851260723,Active,4629.09
4067,MCH9434,Srinivasan-Savant,5812.0,Restaurants & Food,Partnership,Chennai,Tamil Nadu,2023-05-01,XXXX0171,Active,
4068,MCH9439,Jani Llc,5411.0,Grocery,Sole Proprietor,Bengaluru,Karnataka,2024-02-24,2073250929,Active,275.02
4069,MCH9440,Ratti Llc,5311.0,Retail,Individual,Jalandhar,Punjab,,MAUW1308281422202,Active,186.6
4070,MCH9442,Issac-Batra,7011.0,Hotel & Lodging,Partnership,Delhi,Delhi,2025-08-12,,Active,1049.17
4071,MCH9443,"Bumb, Sama And Prashad",4131.0,Transportation,Sole Proprietor,Lucknow,Uttar Pradesh,2024-03-28,,Active,712.16
4072,MCH9444,Sachdeva-Khatri,4131.0,Travel,Partnership,Jalandhar,Punjab,2024-01-13,2308250236,Active,345.26
4073,MCH9447,Sundaram Llc,5999.0,Miscellaneous,Individual,Hyderabad,Telangana,2026-01-30,XXXX5917,Active,974.62
4074,MCH9448,"Sant, Manda And Khurana",,Apparel & Fashion,Partnership,Jalandhar,Punjab,2023-08-10,XXXX3103,Inactive,522.0
4075,MCH9450,"Bahl, Varughese And Char",4814.0,Telecom,Partnership,Pune,Maharashtra,2023-06-22,RGOX3327381847596,Active,260.0
4076,MCH9452,Kapoor-Kara,5999.0,Miscellaneous,Private Limited,Kolkata,West Bengal,,TTFV4828934746515,Inactive,
4077,MCH9456,Anne Group,5999.0,Miscellaneous,Sole Proprietor,Chennai,Tamil Nadu,2024-05-16,,Active,896.81
4078,MCH9457,"Grover, Deep And Subramaniam",4131.0,Travel,Partnership,Bengaluru,Karnataka,2026-01-19,XXXX7189,Active,276.66
4079,MCH9458,Raja Ltd,5311.0,Retail,Partnership,Amritsar,Punjab,2025-12-15,XXXX6323,Active,480.87
4080,MCH9459,Batta-Handa,4131.0,Transportation,Partnership,Hyderabad,Telangana,2025-06-03,,Active,11281.97
4081,MCH9460,"Oza, Balakrishnan And Kapoor",5942.0,Books & Stationery,Individual,Chennai,Tamil Nadu,,XXXX5842,Active,481.26
4082,MCH9463,Boase And Sons,5942.0,Books & Stationery,Private Limited,Amritsar,Punjab,2025-06-01,8867615299,Active,835.0
4083,MCH9467,"Pall, Lala And Dhar",4131.0,Transportation,Individual,Chennai,Tamil Nadu,2024-09-03,,Active,1206.07
4084,MCH9471,Sarma Ltd,5699.0,Apparel & Fashion,Partnership,Hyderabad,Telangana,2023-10-26,XXXX5808,Active,2136.82
4085,MCH9472,Sankaran-Om,5699.0,Apparel & Fashion,Private Limited,Delhi,Delhi,2023-03-06,OYDX9439754020828,Inactive,4710.1
4086,MCH9474,"Bajwa, Bhandari And Parmar",5912.0,Pharmacy,Sole Proprietor,Kolkata,West Bengal,2024-03-16,765979563,Active,1464.0
4087,MCH9476,Sama Plc,5812.0,Restaurants & Food,Private Limited,Hyderabad,Telangana,,XXXX6830,Active,165.93
4088,MCH9478,"Desai, Borah And Dugar",,Miscellaneous,Private Limited,Kolkata,West Bengal,,,Suspended,1333.54
4089,MCH9481,Kata Llc,4814.0,Telecom,Partnership,Amritsar,Punjab,2025-11-25,,Active,1054.88
4090,MCH9482,"Vasa, Chada And Iyengar",5411.0,Grocery,Partnership,Hyderabad,Telangana,,XXXX4559,Active,600.13
4091,MCH9483,"Yohannan, Ghose And Pal",5699.0,Apparel & Fashion,Partnership,Hyderabad,Telangana,2023-03-21,,Active,4425.5
4092,MCH9484,"Bail, Sen And Bava",5411.0,Medical,Sole Proprietor,Jalandhar,Punjab,2024-11-30,,Active,1401.0
4093,MCH9489,Badal-Sankaran,4131.0,Transportation,Sole Proprietor,Chennai,Tamil Nadu,2026-02-03,,Active,1437.06
4094,MCH9492,Mitra Gr0Up,5912.0,Pharmacy,Private Limited,Kolkata,West Bengal,2024-07-13,8155802263,Active,1049.0
4095,MCH9494,Sama Group,4814.0,Telecom,Individual,Bengaluru,Karnataka,2023-11-01,9680001784,Active,
4096,MCH9502,Vyas-Hayre,5942.0,Books & Stationery,Sole Proprietor,Mumbai,Maharashtra,2023-03-25,,Active,777.19
4097,MCH9503,Kulkarni Llc,4131.0,Transportation,Individual,Hyderabad,Telangana,2026-01-22,FRMH0087238544779,Inactive,1312.52
4098,MCH9506,"Savant, Bains And Bali",5912.0,Medical,Partnership,Pune,Maharashtra,2025-01-12,XXXX0299,Active,353.01
4099,MCH9510,Warri0R-Thakkar,4131.0,Transportation,Sole Proprietor,Bengaluru,Karnataka,2024-09-15,,Active,1261.0
4100,MCH9514,Prakash Gr0Up,5912.0,Pharmacy,Partnership,Lucknow,Uttar Pradesh,2024-10-06,XXXX7878,Inactive,2338.36
4101,MCH9516,"Sule, Borra And Rattan",5812.0,Restaurants & Food,Partnership,Amritsar,Punjab,2023-01-19,,Active,
4102,MCH9517,Menon Inc,,Hotel & Lodging,Sole Proprietor,Mumbai,Maharashtra,2023-09-23,XXXX3518,Active,
4103,MCH9519,Shere-Banik,5699.0,Apparel & Fashion,Sole Proprietor,Lucknow,Uttar Pradesh,2025-04-07,,Active,889.4
4104,MCH9521,"Soni, Bal And Thaman",5699.0,Apparel & Fashion,Partnership,Ludhiana,Punjab,2023-05-04,,Inactive,155.0
4105,MCH9523,"Tank, Uppal And Malhotra",5912.0,Pharmacy,Partnership,Pune,Maharashtra,2025-10-25,,Active,5060.01
