merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
MCH5260,"Memon, Ben And Sant",5912,Medical,Sole Proprietor,Jalandhar,Punjab,2024-07-25,XXXX7324,Active,1467.0
MCH4061,Mody-Vig,5999,Miscellaneous,Individual,Amritsar,Punjab,2024-07-28,,Active,2007.74
MCH3095,Hans-Shan,5999,Miscellaneous,Partnership,Kolkata,West Bengal,2024-05-28,9222512011,Active,1208.82
MCH7944,Bassi-Dyal,4131,Transportation,Sole Proprietor,Kolkata,West Bengal,2025-11-04,YDDT9877099170196,Active,1227.24
MCH9149,Varghese Plc,5411,Grocery,Individual,Jaipur,Rajasthan,2025-12-26,,Active,3708.64
MCH8253,Dutt-Narain,5411,Grocery,Sole Proprietor,Hyderabad,Telangana,2024-04-15,XXXX4097,Active,1104.19
MCH1809,Grewal Inc,5311,Department Store,Private Limited,Bengaluru,Karnataka,2025-10-31,1597132394,Active,2181.93
MCH7473,"Nair, Ramachandran And Mane",5311,Retail,Sole Proprietor,Hyderabad,Telangana,2023-09-07,3598989275,Inactive,
MCH8101,"Jani, Varghese And Barman",,Apparel & Fashion,Sole Proprietor,Delhi,Delhi,,ZAGS9531645948920,Inactive,734.89
MCH6254,Murthy Group,4814,Telecom,Partnership,Amritsar,Punjab,2025-07-05,7655418410,Inactive,
MCH7992,Goel Group,4814,Telecom,Individual,Bengaluru,Karnataka,2023-10-18,UIMY5187810690637,Active,609.52
MCH5054,"Kara, Mandal And Mitra",5812,Restaurants & Food,Sole Proprietor,Kolkata,West Bengal,2024-01-29,,Suspended,5895.31
MCH1040,Chand Plc,5912,Medical,Individual,Pune,Maharashtra,2024-09-08,,Active,653.92
MCH1104,Chander Llc,4814,Telecom,Private Limited,Delhi,Delhi,2024-09-05,,Active,778.62
MCH2387,Dar-Dass,5912,Pharmacy,Partnership,Lucknow,Uttar Pradesh,,,Active,1022.15
MCH2335,Ganeshltd,5999,Miscellaneous,Private Limited,Pune,Maharashtra,2025-03-03,,Active,
MCH6277,"Parmer, Bera And Nori",,Transportation,Partnership,Mumbai,Maharashtra,2024-04-02,,Active,514.01
MCH5122,Garde Ltd,5699,Apparel & Fashion,Partnership,Mumbai,Maharashtra,2024-09-06,GIIN6826016830316,Active,957.5
MCH7580,Dhaliwal-Shankar,4814,Telecom,Sole Proprietor,Mumbai,Maharashtra,2023-07-04,XXXX8286,Active,1155.73
MCH1729,Ganesh Plc,5812,Restaurants & Food,Private Limited,Hyderabad,Telangana,2025-05-23,XXXX6365,Active,
MCH2571,Deep-Chakraborty,5812,Restaurants & Food,Partnership,Delhi,Delhi,2024-07-31,,Suspended,3828.75
MCH9296,Ramanathan Ltd,5912,Pharmacy,Individual,Jaipur,Rajasthan,2025-01-29,,Active,1253.48
MCH8571,"Garde, Toor And Malhotra",4814,Telecom,Partnership,Amritsar,Punjab,2023-05-31,,Active,266.55
MCH6242,Som Inc,5311,Department Store,Sole Proprietor,Jaipur,Rajasthan,2023-06-27,ELTM3518126936690,Active,
MCH8058,"Jayaraman, Pall And Goel",5912,Pharmacy,Partnership,Kolkata,West Bengal,2023-06-25,DJCR4230820318730,Active,1476.23
MCH5242,Mishra-Dua,5311,Department Store,Individual,Mumbai,Maharashtra,2024-06-08,XXXX0138,Active,
MCH3379,Sura Inc,5411,Grocery,Sole Proprietor,Chennai,Tamil Nadu,2023-11-28,,Active,851.53
MCH9211,Dubey-Kurian,7011,Hotel & Lodging,Individual,Jalandhar,Punjab,2023-01-08,XXXX5476,Active,2981.74
MCH2694,Misra Plc,5699,Apparel & Fashion,Individual,Pune,Maharashtra,,,Inactive,2669.29
MCH9289,Lall Llc,7011,Hotel & Lodging,Private Limited,Kolkata,West Bengal,2025-12-08,PFKV1152289254196,Active,3024.28
MCH4503,Acharya Llc,5411,Grocery,Private Limited,Delhi,Delhi,2024-09-12,,Active,241.19
MCH8493,Buch Inc,5912,Medical,Individual,Chennai,Tamil Nadu,2025-01-17,YMCT2319815382495,Active,2394.24
MCH4613,"Batra, Devi And Buch",5699,Apparel & Fashion,Individual,Delhi,Delhi,2023-10-03,6706330376,Inactive,
MCH4456,Krish-Panchal,5411,Grocery,Individual,Lucknow,Uttar Pradesh,2024-05-11,,Active,1642.08
MCH4369,"Tandon, Viswanathan And Chaudhary",5812,Restaurants & Food,Private Limited,Pune,Maharashtra,2023-01-13,1839441599,Suspended,226.61
MCH9559,Randhawa-Mody,5699,Apparel & Fashion,Sole Proprietor,Amritsar,Punjab,2025-06-08,XXXX2517,Inactive,543.84
MCH4318,Nagar And Sons,4131,Transportation,Sole Proprietor,Lucknow,Uttar Pradesh,2023-12-20,3039905093,Active,1159.12
MCH2473,"Gill, Deol And Deep",5411,Grocery,Private Limited,Lucknow,Uttar Pradesh,2024-09-07,YWZO7271967683864,Active,1433.28
MCH1161,"Kuruvilla, Pall And Ravel",5411,Grocery,Private Limited,Jalandhar,Punjab,2023-12-29,,Active,549.82
MCH9563,Sharaf-Tella,,Hotel & Lodging,Sole Proprietor,Kolkata,West Bengal,2025-02-09,,Active,1375.95
MCH6465,Chadha-Char,5912,Medical,Partnership,Kolkata,West Bengal,2023-04-22,5666974983,Active,749.37
MCH8631,Chaudhari-Chhabra,5699,Apparel & Fashion,Sole Proprietor,Lucknow,Uttar Pradesh,2024-02-17,7902410971,Active,1011.95
MCH9582,"Aggarwal, Morar And Vohra",4814,Telecom,Private Limited,Chennai,Tamil Nadu,2026-02-02,1610482956,Active,2012.0
MCH6617,Buch Group,5699,Apparel & Fashion,Sole Proprietor,Hyderabad,Telangana,2024-09-01,,Active,1759.15
MCH3616,Trivedi-Ramachandran,5411,Grocery,Partnership,Jalandhar,Punjab,2025-07-02,XXXX1853,Inactive,181.96
MCH9391,Vasa-Mitra,4814,Telecom,Individual,Jalandhar,Punjab,2024-10-30,XXXX6623,Active,1456.23
MCH9379,Nazareth And Sons,5999,Miscellaneous,Individual,Kolkata,West Bengal,,XXXX1135,Inactive,242.0
MCH7288,"Kumar, Sachdeva And Natarajan",5999,Miscellaneous,Private Limited,Kolkata,West Bengal,2026-02-01,,Suspended,
MCH2051,Deshpande Plc,5912,Medical,Private Limited,Chennai,Tamil Nadu,2024-10-06,6948597427,Active,625.93
MCH4507,Bassi-Merchant,5812,Restaurants & Food,Sole Proprietor,Chennai,Tamil Nadu,2024-05-30,XXXX7969,Active,3598.7
MCH9647,"Bhat, Tank And Aurora",7011,Hotel & Lodging,Individual,Kolkata,West Bengal,2024-08-18,8968048918,Active,5590.39
MCH1082,Oommen Inc,7011,Hotel & Lodging,Partnership,Amritsar,Punjab,,6717543820,Active,833.19
MCH7017,Deepgroup,,Hotel & Lodging,Individual,Delhi,Delhi,,,Active,1258.92
MCH8506,"Handa, Sahni And Sawhney",4814,Telecom,Partnership,Hyderabad,Telangana,2026-12-01,,Active,339.0
MCH6839,Varughese Llc,5912,Medical,Individual,Jaipur,Rajasthan,2025-05-05,4050131250,Active,1354.0
MCH8735,Ha1Der-Mane,5411,Grocery,Partnership,Pune,Maharashtra,2023-04-12,PJBJ0308854019653,Active,7303.0
MCH9443,"Bumb, Sama And Prashad",4131,Transportation,Sole Proprietor,Lucknow,Uttar Pradesh,2024-03-28,,Active,712.16
MCH3125,Din-Dara,5699,Apparel & Fashion,Partnership,Delhi,Delhi,2025-11-15,NBXZ1237892442741,Active,3672.47
MCH3092,"Dutta, Vasa And Jayaraman",5999,Miscellaneous,Private Limited,Amritsar,Punjab,,4110907056,Active,1605.55
MCH1365,Agate Plc,5942,Books & Stationery,Partnership,Pune,Maharashtra,2024-12-10,,Active,
MCH8679,Dutt-Goel,4814,Telecom,Private Limited,Kolkata,West Bengal,2024-08-14,XXXX4631,Active,423.15
MCH3722,"Ben, Dhingra And Garde",5942,Books & Stationery,Private Limited,Delhi,Delhi,2025-01-28,,Inactive,163.22
MCH5606,Sunder Inc,5411,Hotel & Lodging,Partnership,Ludhiana,Punjab,2023-06-25,TYTS3020219689289,Active,965.69
MCH6384,"Rave1, Mane And Madan",5912,Pharmacy,Partnership,Delhi,Delhi,2023-04-26,8497490345,Active,334.08
MCH4170,Bahri-Mangat,5812,Restaurants & Food,Sole Proprietor,Pune,Maharashtra,2023-03-15,XXXX2954,Active,926.11
MCH9537,Chakrab0Rty Plc,5942,Books & Stationery,Individual,Amritsar,Punjab,2025-01-02,XXXX8422,Active,
MCH9787,Nigam Llc,7011,Hotel & Lodging,Private Limited,Jaipur,Rajasthan,2023-06-18,,Active,717.19
MCH8895,Chakraborty-Apte,7011,Hotel & Lodging,Sole Proprietor,Jalandhar,Punjab,2023-05-04,8501954276,Active,2412.11
MCH1773,Prakash-Malhotra,5411,Grocery,Individual,Jalandhar,Punjab,,XEKJ5137440988369,Active,1551.73
MCH3662,Dey Llc,5999,Miscellaneous,Sole Proprietor,Kolkata,West Bengal,2023-09-24,XXXX8815,Suspended,
MCH6301,"Apte, Vohra And Gade",4814,Telecom,Partnership,Jalandhar,Punjab,2023-03-30,,Active,2355.49
MCH5745,Sawhney-Apte,,Pharmacy,Private Limited,Delhi,Delhi,2025-06-04,6957896911,Active,2109.42
MCH6441,Boase Group,5942,Books & Stationery,Sole Proprietor,Amritsar,Punjab,2024-10-18,XXXX1328,Active,4755.4
MCH6394,Yogiinc,5699,Apparel & Fashion,Private Limited,Kolkata,West Bengal,2023-10-20,,Active,1717.76
MCH7172,Chandran-Palla,5311,Department Store,Partnership,Pune,Maharashtra,2025-09-23,XXXX0145,Active,1177.65
MCH4843,Kuruvilla-Pillay,4814,Telecom,Individual,Bengaluru,Karnataka,2025-08-18,VYHF0905352746746,Active,
MCH7272,Bansal-Das,5912,Pharmacy,Sole Proprietor,Ludhiana,Punjab,2023-12-20,XXXX6496,Active,391.71
MCH9906,"Raj, Goda And Rastogi",5912,Pharmacy,Private Limited,Pune,Maharashtra,2025-01-31,2812012011,Active,543.33
MCH5797,Bhatt Ltd,5942,Books & Stationery,Individual,Chennai,Tamil Nadu,,XXXX5629,Active,1641.0
MCH4356,"Guha, Sheth And Ravi",5912,Medical,Partnership,Kolkata,West Bengal,2024-07-06,3427547300,Active,2725.51
MCH8558,Dutt-Tailor,5311,Retail,Sole Proprietor,Amritsar,Punjab,2024-12-29,,Active,857.14
MCH1764,"Kurian, Vaidya And Loyal",5999,Miscellaneous,Individual,Lucknow,Uttar Pradesh,2025-11-16,QLVG4760642998653,Suspended,419.98
MCH3308,Setty Llc,5942,Books & Stationery,Partnership,Pune,Maharashtra,2023-06-28,,Active,883.84
MCH7664,Datta Ltd,5812,Travel,Partnership,Kolkata,West Bengal,,XXXX7337,Active,990.98
MCH4521,Raman Plc,5699,Apparel & Fashion,Private Limited,Hyderabad,Telangana,2023-04-02,,Active,4397.68
MCH2356,Baria Plc,,Pharmacy,Individual,Ludhiana,Punjab,2024-04-02,,Active,2672.62
MCH7772,"Chatterjee, Wason And Nadkarni",5311,Department Store,Partnership,Mumbai,Maharashtra,2026-01-02,XXXX1871,Active,541.48
MCH2894,Rege-Baria,5699,Apparel & Fashion,Private Limited,Delhi,Delhi,2024-12-22,XXXX3813,Active,2107.84
MCH1370,Wable Llc,4814,Telecom,Private Limited,Jalandhar,Punjab,2023-11-19,6802604838,Active,3898.88
MCH6370,"Dass, Hegde And Viswanathan",5812,Restaurants & Food,Partnership,Jaipur,Rajasthan,2023-03-24,PUYW3534134349316,Active,2201.27
MCH5963,Goyal-Sur,5812,Restaurants & Food,Private Limited,Chennai,Tamil Nadu,2025-09-14,XXXX6740,Active,3785.0
MCH8295,Mammen Llc,5999,Miscellaneous,Private Limited,Chennai,Tamil Nadu,2024-04-11,XXXX0713,Active,1554.58
MCH5980,Arya Llc,7011,Hotel & Lodging,Private Limited,Ludhiana,Punjab,,,Active,2432.63
MCH2956,Bava Ltd,,Telecom,Individual,Delhi,Delhi,2023-01-18,2075067293,Active,2838.96
MCH8958,Verma-Biswas,5699,Apparel & Fashion,Partnership,Amritsar,Punjab,2023-03-06,,Active,7196.61
MCH4457,"Chanda, Parikh And Hayre",5999,Miscellaneous,Private Limited,Amritsar,Punjab,,,Active,
MCH1785,Shere-Pall,5311,Department Store,Sole Proprietor,Kolkata,West Bengal,2023-08-05,,Active,2271.85
MCH4357,Som And Sons,5311,Retail,Individual,Ludhiana,Punjab,,XXXX0823,Active,
MCH8209,Pai-Gokhale,5311,Retail,Private Limited,Jaipur,Rajasthan,2023-03-22,,Inactive,426.65
MCH7311,Dhar Plc,5411,Grocery,Private Limited,Mumbai,Maharashtra,,,Active,148.28
MCH5683,"Magar, Cherian And Wable",5912,Pharmacy,Partnership,Amritsar,Punjab,2024-08-07,3259910905,Active,1544.64
MCH8391,Talwar-Bhasin,4131,Apparel & Fashion,Individual,Ludhiana,Punjab,2025-10-21,9793728885,Active,2052.0
MCH8060,"Pall, Lal And Ahluwalia",5812,Restaurants & Food,Individual,Lucknow,Uttar Pradesh,2023-10-07,OYJG7569387470582,Active,4990.63
MCH4319,Luthra-D’Alia,,Apparel & Fashion,Partnership,Chennai,Tamil Nadu,2024-07-23,,Active,5413.24
MCH7609,Mitta1 Plc,5912,Medical,Individual,Jalandhar,Punjab,2025-03-10,XXXX5424,Active,
MCH5972,Mane Ltd,5942,Books & Stationery,Individual,Amritsar,Punjab,2024-06-03,XXXX0204,Active,644.97
MCH7572,"Nori, Kibe And Das",5699,Apparel & Fashion,Sole Proprietor,Lucknow,Uttar Pradesh,2023-11-28,BLHB3138092170893,Active,870.0
MCH2530,Palla-Datta,5942,Books & Stationery,Partnership,Pune,Maharashtra,2023-08-03,,Active,2593.27
MCH3788,Kuruvilla Ltd,5411,Grocery,Sole Proprietor,Hyderabad,Telangana,2024-10-03,,Suspended,4329.09
MCH1493,"Kar, Nath And Koshy",5942,Books & Stationery,Individual,Bengaluru,Karnataka,2023-01-28,XXXX9866,Active,
MCH6105,Lala Group,7011,Hotel & Lodging,Sole Proprietor,Bengaluru,Karnataka,2023-01-25,,Active,1595.66
MCH5697,"Kapadia, Sharma And Maharaj",,Miscellaneous,Partnership,Pune,Maharashtra,2023-08-27,IHYO1132265068472,Active,4565.23
MCH4072,Singhal-Natarajan,5812,Restaurants & Food,Sole Proprietor,Chennai,Tamil Nadu,,XXXX4620,Active,2593.54
MCH1732,Badal-Chacko,4131,Travel,Sole Proprietor,Kolkata,West Bengal,2024-02-01,,Active,888.6
MCH2610,Chopra-Narayanan,5311,Department Store,Sole Proprietor,Delhi,Delhi,2023-07-05,,Active,1284.93
MCH3898,Wadhwa-Sahni,5699,Apparel & Fashion,Private Limited,Ludhiana,Punjab,2025-08-05,,Active,
MCH5939,"Mohan, Varughese And Johal",5411,Grocery,Partnership,Bengaluru,Karnataka,2024-12-20,XXXX0991,Active,4307.34
MCH6742,Mammen Gr0Up,4814,Telecom,Private Limited,Kolkata,West Bengal,2024-03-20,XXXX8463,Active,6284.1
MCH9601,Murthy-Sagar,5999,Miscellaneous,Private Limited,Delhi,Delhi,,4391317650,Active,2574.06
MCH9793,Brar Ltd,,Apparel & Fashion,Private Limited,Bengaluru,Karnataka,,4222281666,Active,198.68
MCH4349,"Naik, Pandey And Din",4131,Transportation,Partnership,Bengaluru,Karnataka,2023-06-30,,Active,2172.69
MCH2081,Date Plc,5311,Department Store,Private Limited,Lucknow,Uttar Pradesh,2023-04-01,XXXX3660,Active,275.64
MCH8181,Mall-Chatterjee,4131,Transportation,Individual,Amritsar,Punjab,,6803575158,Active,
MCH4363,Narayan-Sangha,7011,Hotel & Lodging,Sole Proprietor,Jalandhar,Punjab,,,Active,598.32
MCH4900,Issac-Venkataraman,5912,Pharmacy,Sole Proprietor,Kolkata,West Bengal,2023-08-15,,Active,1519.72
MCH8157,"Mahal, Srinivas And Vasa",5411,Pharmacy,Sole Proprietor,Delhi,Delhi,2024-10-09,XFHS0358306861946,Inactive,1033.09
MCH5247,Nagi Ltd,4814,Telecom,Partnership,Amritsar,Punjab,2025-06-06,,On Hold,632.92
MCH2116,Chaudhari And Sons,5699,Apparel & Fashion,Individual,Jaipur,Rajasthan,2023-09-02,XXXX7517,Active,947.14
MCH1254,Pant-Muni,4131,Travel,Partnership,Delhi,Delhi,2023-10-21,,Active,781.27
MCH2191,"Raval, Halder And Brahmbhatt",5999,Miscellaneous,Sole Proprietor,Bengaluru,Karnataka,2023-09-15,,Active,2745.45
MCH1227,Dyal Ltd,5999,Miscellaneous,Individual,Ludhiana,Punjab,2025-09-21,QLYV4506400926648,Active,602.09
MCH8085,Verma-Ramachandran,5942,Books & Stationery,Individual,Pune,Maharashtra,2025-10-22,7310237630,Active,
MCH1882,Kamdar-Banik,5812,Restaurants & Food,Partnership,Ludhiana,Punjab,,,Inactive,427.5
MCH5494,Bhavsar-Jhaveri,5912,Pharmacy,Individual,Ludhiana,Punjab,2023-05-23,SVWM6177755227439,Active,325.0
MCH9640,Aurora And Sons,4131,Travel,Sole Proprietor,Lucknow,Uttar Pradesh,2023-09-09,6211538586,Active,1623.21
MCH9679,Raman Ltd,,Hotel & Lodging,Sole Proprietor,Delhi,Delhi,2024-09-07,PIVF1729636161305,Inactive,310.73
MCH7519,"Sarkar, Garg And Kumar",4131,Transportation,Partnership,Lucknow,Uttar Pradesh,2025-06-01,6307100507,Inactive,771.94
MCH7061,Grover And Sons,7011,Hotel & Lodging,Individual,Jaipur,Rajasthan,2023-06-12,,Active,462.72
MCH3916,"Parmer, Chakrabarti And Sibal",4131,Transportation,Individual,Jaipur,Rajasthan,2025-01-03,XXXX6443,Active,794.0
MCH5043,"Chakraborty, Gour And Kothari",4131,Travel,Private Limited,Kolkata,West Bengal,2025-03-17,ROSR2212738533894,Inactive,614.63
MCH1343,"Madan,Trivediandganguly",5411,Apparel & Fashion,Individual,Bengaluru,Karnataka,2025-10-15,QSCH7195613672769,Active,1927.76
MCH6666,Baral Inc,5699,Apparel & Fashion,Individual,Bengaluru,Karnataka,2025-12-22,DXHD9016941179950,Active,381.87
MCH2997,Karan Inc,7011,Hotel & Lodging,Private Limited,Lucknow,Uttar Pradesh,2023-10-16,1402967436,Active,1286.53
MCH1257,Varma-Maharaj,5942,Books & Stationery,Sole Proprietor,Kolkata,West Bengal,2023-04-15,VIAW9051693811302,Active,3059.27
MCH8719,Kala Llc,5311,Department Store,Individual,Kolkata,West Bengal,2025-10-25,,Active,2779.32
MCH3086,Pant Inc,5812,Restaurants & Food,Private Limited,Chennai,Tamil Nadu,2023-10-13,XXXX6152,Active,287.52
MCH1642,Zacharia-Dhawan,5411,Grocery,Partnership,Kolkata,West Bengal,2023-01-02,XXXX3812,Active,363.0
MCH4094,Jani-Mistry,5311,Department Store,Partnership,Amritsar,Punjab,2024-06-05,,Active,5482.47
MCH5416,Upadhyay Llc,5942,Books & Stationery,Individual,Chennai,Tamil Nadu,2024-07-24,XXXX2133,Active,
MCH5618,Biswas And Sons,5912,Pharmacy,Partnership,Delhi,Delhi,2024-04-03,XXXX7039,Active,833.5
MCH2765,"Sant, Natt And Sawhney",7011,Hotel & Lodging,Private Limited,Kolkata,West Bengal,2023-04-04,XXXX8678,Inactive,1191.66
MCH3554,"Chowdhury, Mann And Mitter",4131,Transportation,Individual,Jalandhar,Punjab,2025-04-27,XXXX2146,Active,893.92
MCH8718,Chaudhari-Bhalla,5812,Restaurants & Food,Individual,Pune,Maharashtra,2024-07-23,,Active,
MCH5683,Subramanian Group,5311,Department Store,Private Limited,Lucknow,Uttar Pradesh,2024-10-24,XUFZ9750077803623,Suspended,774.44
MCH9786,"Pai, Thakkar And Krish",5311,Department Store,Private Limited,Hyderabad,Telangana,,,Active,1876.06
MCH3011,"Ahluwalia, Contractor And Comar",5311,Department Store,Sole Proprietor,Delhi,Delhi,2023-11-30,XXXX1217,Inactive,2626.62
MCH3508,Prabhu And Sons,4131,Travel,Private Limited,Delhi,Delhi,2024-07-26,,Active,1850.0
MCH5805,Natarajan-Walla,4131,Transportation,Partnership,Ludhiana,Punjab,2025-06-03,XXXX1704,Active,449.15
MCH3689,"Palla, Gara And Malhotra",5942,Books & Stationery,Partnership,Bengaluru,Karnataka,2025-02-04,JSVI9099789537273,Inactive,1319.27
MCH1755,Kulkarni And Sons,4814,Telecom,Individual,Mumbai,Maharashtra,2025-12-29,9887027328,Active,
MCH1277,Bhatnagar-Borah,5812,Restaurants & Food,Individual,Kolkata,West Bengal,,4086473586,Active,3540.87
MCH9696,D’Alia-Bhardwaj,5999,Miscellaneous,Private Limited,Lucknow,Uttar Pradesh,2024-02-17,XXXX0392,Active,3568.12
MCH2166,Sant-Venkatesh,5912,Pharmacy,Individual,Amritsar,Punjab,2024-09-20,9608426270,Active,789.14
MCH4165,"Dhar,Pallaandkorpal",4814,Telecom,Private Limited,Pune,Maharashtra,2024-05-29,EWYW3013882760872,On Hold,
MCH2938,"Babu, Lata And Zacharia",5411,Grocery,Private Limited,Pune,Maharashtra,2024-09-06,ZZOP9174222804228,Active,823.9
MCH6982,"Baral, Ramachandran And Keer",5942,Books & Stationery,Partnership,Lucknow,Uttar Pradesh,2025-09-13,IVWY4612352669313,On Hold,5234.31
MCH2220,Tailor And Sons,5311,Department Store,Sole Proprietor,Mumbai,Maharashtra,2025-06-23,,Active,940.64
MCH1885,Mahal Ltd,5999,Miscellaneous,Private Limited,Hyderabad,Telangana,2025-11-07,,Active,618.0
MCH7904,Kapadia-Pandya,5942,Books & Stationery,Partnership,Chennai,Tamil Nadu,2023-09-20,XXXX8842,Active,6260.03
MCH2211,Krishnan-Sibal,5942,Books & Stationery,Individual,Bengaluru,Karnataka,2023-05-28,,Active,1189.37
MCH6765,Sengupta-Keer,5912,Pharmacy,Individual,Delhi,Delhi,2025-11-17,XXXX7076,Active,1250.47
MCH7442,Thakur-Rana,5999,Miscellaneous,Partnership,Kolkata,West Bengal,2026-01-17,,Active,
MCH6566,"Purohit, Chacko And Kadakia",4814,Telecom,Private Limited,Chennai,Tamil Nadu,2024-03-10,YAOU8203503390794,Inactive,1923.82
MCH7728,"Banerjee, Iyengar And Ganguly",7011,Hotel & Lodging,Individual,Jaipur,Rajasthan,2024-11-10,XXXX5198,Active,750.16
MCH3029,Sarma Plc,4131,Transportation,Sole Proprietor,Mumbai,Maharashtra,2024-06-15,1403660080,Active,163.28
MCH3656,Kurian-Chad,,Restaurants & Food,Individual,Kolkata,West Bengal,2024-12-18,,Active,
MCH9393,Vala-Bahri,4814,Telecom,Sole Proprietor,Kolkata,West Bengal,2024-06-09,KRHX3053527242378,Suspended,1926.43
MCH1948,Prabhakar-Kari,5699,Apparel & Fashion,Sole Proprietor,Mumbai,Maharashtra,2025-11-21,,Active,
MCH2964,"Nanda, Comar And Sachdev",4131,Restaurants & Food,Sole Proprietor,Delhi,Delhi,2023-03-05,,Inactive,1238.67
MCH9883,Modi Plc,5411,Grocery,Sole Proprietor,Delhi,Delhi,2024-08-25,XXXX9460,Active,492.1
MCH8968,"Majumdar, Setty And Sahni",5812,Restaurants & Food,Private Limited,Amritsar,Punjab,2026-02-23,,Inactive,477.9
MCH6410,Dua-Kara,5699,Apparel & Fashion,Individual,Delhi,Delhi,,,Active,1003.3
MCH7844,Singh-Mane,5812,Grocery,Sole Proprietor,Ludhiana,Punjab,2024-10-31,,Active,1309.0
MCH1424,"Goel, Balay And Dua",7011,Hotel & Lodging,Private Limited,Jalandhar,Punjab,2025-10-19,,Active,5339.46
MCH1101,"Deo, Gill And Dhaliwal",5812,Restaurants & Food,Private Limited,Delhi,Delhi,2023-05-26,,Active,1076.28
MCH2257,Mandal-Sankaran,5311,Department Store,Individual,Mumbai,Maharashtra,2024-04-18,,Active,4831.04
MCH9335,"Sarraf, Wable And Deshmukh",5912,Medical,Individual,Amritsar,Punjab,2023-05-03,,Active,399.0
MCH3487,Subramanian Inc,5812,Restaurants & Food,Individual,Pune,Maharashtra,2025-07-26,,Active,1612.87
MCH6224,"Khatri, Swaminathan And Loke",4131,Transportation,Sole Proprietor,Amritsar,Punjab,2024-12-02,CTJV7649423556703,Active,561.32
MCH3071,Misra-Padmanabhan,5812,Restaurants & Food,Sole Proprietor,Ludhiana,Punjab,2024-07-24,IJYT4830685989652,Active,
MCH5426,"Dora, Sehgal And Choudhury",4131,Transportation,Individual,Delhi,Delhi,2025-11-14,6432706759,Active,598.49
MCH8736,Dora-Sachar,5311,Department Store,Private Limited,Mumbai,Maharashtra,2024-10-11,XXXX8019,Active,2228.33
MCH4443,Sachar-Banik,5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2024-06-12,BADT3910512012474,Active,2375.86
MCH1585,Khalsa-Kulkarni,5311,Department Store,Partnership,Delhi,Delhi,2023-05-22,XXXX6587,Active,3398.13
MCH4781,"Mohan, Sharaf And Narula",,Retail,Sole Proprietor,Delhi,Delhi,2024-01-08,3603337866,Active,482.6
MCH8632,"Koshy, Suri And Dey",5812,Restaurants & Food,Individual,Delhi,Delhi,2025-11-14,BRHB3883781562442,Active,3705.21
MCH4093,Krishnamurthy Plc,7011,Hotel & Lodging,Private Limited,Lucknow,Uttar Pradesh,2024-03-15,XXXX5675,Inactive,1291.9
MCH7773,Goel-Srivastava,5999,Miscellaneous,Individual,Jaipur,Rajasthan,2024-07-18,XXXX1201,Suspended,
MCH4911,"Nigam, Mahajan And Misra",5411,Grocery,Individual,Bengaluru,Karnataka,2025-06-14,,Active,689.3
MCH3640,Parikh-Raghavan,7011,Hotel & Lodging,Sole Proprietor,Hyderabad,Telangana,2023-04-11,58678829,Active,400.1
MCH4037,Chaudhuri Llc,5311,Department Store,Individual,Hyderabad,Telangana,2024-11-23,677487191,Active,
MCH1483,Mohan-Kari,5942,Books & Stationery,Private Limited,Amritsar,Punjab,2026-11-02,XXXX3338,Active,1901.08
MCH7023,Walla-Raj,5311,Department Store,Individual,Delhi,Delhi,2023-03-16,,Active,1307.24
MCH4897,Bedi-Mitra,,Medical,Individual,Lucknow,Uttar Pradesh,,,Inactive,
MCH7723,"Pandya, Barman And Biswas",5699,Apparel & Fashion,Private Limited,Ludhiana,Punjab,2025-01-06,MLMI7440738115367,Active,3268.86
MCH7310,Mander Group,5699,Apparel & Fashion,Partnership,Lucknow,Uttar Pradesh,2025-09-08,WNOZ8918272123966,Inactive,1987.96
MCH7007,Sastry-Soni,7011,Hotel & Lodging,Sole Proprietor,Chennai,Tamil Nadu,2024-11-01,XXXX4092,Inactive,
MCH5583,"Sama, Thaman And Bakshi",4814,Telecom,Individual,Pune,Maharashtra,2023-07-21,XXXX8722,Active,2696.94
MCH1297,Luthra And Sons,5411,Grocery,Private Limited,Delhi,Delhi,2023-06-12,5942366474,Active,381.86
MCH2648,Batta Llc,5999,Miscellaneous,Partnership,Jaipur,Rajasthan,2024-10-10,,Suspended,416.94
MCH2923,Virk Group,4814,Telecom,Individual,Jalandhar,Punjab,,,Active,681.07
MCH2765,Mukhopadhyay Inc,5311,Department Store,Sole Proprietor,Lucknow,Uttar Pradesh,2024-11-19,XXXX9677,Active,3568.4
MCH5717,"Kuruvilla, Deol And Rama",5942,Books & Stationery,Sole Proprietor,Jaipur,Rajasthan,2023-05-16,,Active,8901.44
MCH7313,Comar-Din,4814,Telecom,Private Limited,Mumbai,Maharashtra,2026-01-18,8645351517,Active,1884.45
MCH7010,Kuruvilla-Shanker,5411,Grocery,Sole Proprietor,Delhi,Delhi,2023-07-22,,Suspended,524.4
MCH8679,Mangal-Gole,5942,Books & Stationery,Private Limited,Jaipur,Rajasthan,2023-11-01,4734640473,Active,971.58
MCH3556,"Sant, 0Ak And Jani",4814,Telecom,Private Limited,Kolkata,West Bengal,2024-03-29,,Active,
MCH6313,Ramanathan Plc,,Grocery,Sole Proprietor,Mumbai,Maharashtra,,THOM0066375833437,Active,3430.73
